OCCUR_DATE,Day,Month,Year,Max,Avg,Min,Round Temp,Temp Normalized
01/01/2006,1,1,2006,43,37.7,33,38,0.01415608
01/02/2006,2,1,2006,46,42.2,39,42,0.018330309
01/03/2006,3,1,2006,41,37.9,35,38,0.01415608
01/04/2006,4,1,2006,39,34.3,30,34,0.014337568
01/05/2006,5,1,2006,50,42.5,36,43,0.018330309
01/06/2006,6,1,2006,43,38,31,38,0.017967332
01/07/2006,7,1,2006,35,31,26,31,0.009255898
01/08/2006,8,1,2006,46,40.8,35,41,0.019600726
01/09/2006,9,1,2006,60,50,41,50,0.017967332
01/10/2006,10,1,2006,49,44.6,42,45,0.020689655
01/11/2006,11,1,2006,54,45.5,41,46,0.017604356
01/12/2006,12,1,2006,57,51.9,47,52,0.019056261
01/13/2006,13,1,2006,53,45.9,41,46,0.017604356
01/14/2006,14,1,2006,56,51.6,34,52,0.019056261
01/15/2006,15,1,2006,34,26,17,26,0.00707804
01/16/2006,16,1,2006,33,24.6,17,25,0.003811252
01/17/2006,17,1,2006,45,43.7,43,44,0.015426497
01/18/2006,18,1,2006,61,51,38,51,0.019056261
01/19/2006,19,1,2006,47,41.2,35,41,0.01814882
01/20/2006,20,1,2006,61,50.7,43,51,0.017967332
01/21/2006,21,1,2006,64,49,39,49,0.016878403
01/22/2006,22,1,2006,42,38.4,34,38,0.017967332
01/23/2006,23,1,2006,44,39.4,36,39,0.020326679
01/24/2006,24,1,2006,45,41.5,37,42,0.01814882
01/25/2006,25,1,2006,43,40,35,40,0.019600726
01/26/2006,26,1,2006,36,32,27,32,0.010344828
01/27/2006,27,1,2006,43,34.1,25,34,0.014337568
01/28/2006,28,1,2006,58,47.7,38,48,0.018693285
01/29/2006,29,1,2006,52,46.8,41,47,0.020145191
01/30/2006,30,1,2006,61,47.9,41,48,0.018693285
01/31/2006,31,1,2006,42,40.6,39,41,0.019600726
02/01/2006,1,2,2006,41,39.7,38,40,0.020326679
02/02/2006,2,2,2006,51,44.8,38,45,0.020689655
02/03/2006,3,2,2006,63,54.2,45,54,0.014700544
02/04/2006,4,2,2006,56,44.8,43,45,0.020689655
02/05/2006,5,2,2006,55,47.9,39,48,0.018693285
02/06/2006,6,2,2006,40,38,35,38,0.017967332
02/07/2006,7,2,2006,44,37.7,33,38,0.01415608
02/08/2006,8,2,2006,37,33,30,33,0.012341198
02/09/2006,9,2,2006,36,30.8,25,31,0.009800363
02/10/2006,10,2,2006,37,33.4,28,33,0.012341198
02/11/2006,11,2,2006,38,34,30,34,0.014337568
02/12/2006,12,2,2006,30,26.2,24,26,0.00707804
02/13/2006,13,2,2006,36,29.7,23,30,0.009618875
02/14/2006,14,2,2006,41,36.5,31,37,0.013974592
02/15/2006,15,2,2006,53,44.1,36,44,0.020689655
02/16/2006,16,2,2006,55,47,37,47,0.018693285
02/17/2006,17,2,2006,57,47.6,34,48,0.018693285
02/18/2006,18,2,2006,35,27.7,17,28,0.005444646
02/19/2006,19,2,2006,31,23.4,17,23,0.003085299
02/20/2006,20,2,2006,37,30.8,25,31,0.009800363
02/21/2006,21,2,2006,41,37.3,32,37,0.01415608
02/22/2006,22,2,2006,44,39,34,39,0.020326679
02/23/2006,23,2,2006,48,41.6,38,42,0.01814882
02/24/2006,24,2,2006,42,35.6,30,36,0.015063521
02/25/2006,25,2,2006,51,37.5,29,38,0.01415608
02/26/2006,26,2,2006,29,24,20,24,0.003811252
02/27/2006,27,2,2006,31,25.7,20,26,0.006715064
02/28/2006,28,2,2006,34,29.6,24,30,0.009618875
03/01/2006,1,3,2006,42,34.8,29,35,0.014337568
03/02/2006,2,3,2006,32,32,32,32,0.010344828
03/03/2006,3,3,2006,34,28.1,24,28,0.006896552
03/04/2006,4,3,2006,40,33.7,28,34,0.012341198
03/05/2006,5,3,2006,45,38.6,33,39,0.017967332
03/06/2006,6,3,2006,43,38,33,38,0.017967332
03/07/2006,7,3,2006,46,38.1,32,38,0.017967332
03/08/2006,8,3,2006,49,39.2,31,39,0.020326679
03/09/2006,9,3,2006,52,46.6,42,47,0.020145191
03/10/2006,10,3,2006,74,60.3,47,60,0.016878403
03/11/2006,11,3,2006,64,55,48,55,0.018874773
03/12/2006,12,3,2006,54,51.9,50,52,0.019056261
03/13/2006,13,3,2006,62,52.6,48,53,0.019419238
03/14/2006,14,3,2006,63,51.9,42,52,0.019056261
03/15/2006,15,3,2006,41,40,39,40,0.019600726
03/16/2006,16,3,2006,48,41.5,37,42,0.01814882
03/17/2006,17,3,2006,46,38.8,33,39,0.017967332
03/18/2006,18,3,2006,42,36.1,31,36,0.013974592
03/19/2006,19,3,2006,41,36.5,32,37,0.013974592
03/20/2006,20,3,2006,41,35.6,29,36,0.015063521
03/21/2006,21,3,2006,44,36,26,36,0.013974592
03/22/2006,22,3,2006,44,38.8,33,39,0.017967332
03/23/2006,23,3,2006,53,44.3,36,44,0.020689655
03/24/2006,24,3,2006,48,44.8,42,45,0.020689655
03/25/2006,25,3,2006,46,42.2,37,42,0.018330309
03/26/2006,26,3,2006,51,45.2,39,45,0.017604356
03/27/2006,27,3,2006,58,49.3,40,49,0.016878403
03/28/2006,28,3,2006,54,48,44,48,0.014700544
03/29/2006,29,3,2006,61,51.2,41,51,0.019056261
03/30/2006,30,3,2006,66,55.4,44,55,0.018874773
03/31/2006,31,3,2006,66,59,52,59,0.018511797
04/01/2006,1,4,2006,75,61.9,53,62,0.016333938
04/02/2006,2,4,2006,67,57.9,49,58,0.015426497
04/03/2006,3,4,2006,57,52.1,47,52,0.019419238
04/04/2006,4,4,2006,55,49.6,45,50,0.016878403
04/05/2006,5,4,2006,47,41.9,36,42,0.01814882
04/06/2006,6,4,2006,52,47.2,42,47,0.018693285
04/07/2006,7,4,2006,65,54.3,46,54,0.014700544
04/08/2006,8,4,2006,61,47.5,39,48,0.018693285
04/09/2006,9,4,2006,58,47.8,39,48,0.018693285
04/10/2006,10,4,2006,61,51.5,44,52,0.019056261
04/11/2006,11,4,2006,67,55.2,47,55,0.018874773
04/12/2006,12,4,2006,62,55.5,48,56,0.018874773
04/13/2006,13,4,2006,77,64.8,54,65,0.014700544
04/14/2006,14,4,2006,68,59,53,59,0.018511797
04/15/2006,15,4,2006,80,61.3,52,61,0.016333938
04/16/2006,16,4,2006,65,58.6,53,59,0.015426497
04/17/2006,17,4,2006,61,55.2,50,55,0.018874773
04/18/2006,18,4,2006,70,58.3,49,58,0.015426497
04/19/2006,19,4,2006,72,62.8,50,63,0.016878403
04/20/2006,20,4,2006,81,68.4,57,68,0.016333938
04/21/2006,21,4,2006,61,54.2,49,54,0.014700544
04/22/2006,22,4,2006,49,46.4,44,46,0.020145191
04/23/2006,23,4,2006,60,52.5,46,53,0.019419238
04/24/2006,24,4,2006,60,53.5,48,54,0.015789474
04/25/2006,25,4,2006,71,60,50,60,0.016878403
04/26/2006,26,4,2006,57,50.5,44,51,0.017967332
04/27/2006,27,4,2006,72,61.6,51,62,0.016333938
04/28/2006,28,4,2006,62,55.2,50,55,0.018874773
04/29/2006,29,4,2006,63,53.5,47,54,0.015789474
04/30/2006,30,4,2006,69,57.8,50,58,0.015426497
05/01/2006,1,5,2006,70,60.7,54,61,0.016878403
05/02/2006,2,5,2006,66,56.9,51,57,0.014882033
05/03/2006,3,5,2006,69,58.9,53,59,0.015426497
05/04/2006,4,5,2006,81,66.2,57,66,0.018330309
05/05/2006,5,5,2006,81,72.4,65,72,0.020326679
05/06/2006,6,5,2006,76,65.8,54,66,0.017604356
05/07/2006,7,5,2006,65,56.4,49,56,0.014882033
05/08/2006,8,5,2006,61,57.2,54,57,0.015426497
05/09/2006,9,5,2006,65,59.3,55,59,0.018511797
05/10/2006,10,5,2006,66,59.9,54,60,0.018511797
05/11/2006,11,5,2006,63,59,55,59,0.018511797
05/12/2006,12,5,2006,68,62.4,57,62,0.016878403
05/13/2006,13,5,2006,65,58.3,53,58,0.015426497
05/14/2006,14,5,2006,62,55.8,52,56,0.018874773
05/15/2006,15,5,2006,61,55.9,53,56,0.018874773
05/16/2006,16,5,2006,66,57.9,53,58,0.015426497
05/17/2006,17,5,2006,73,64.8,56,65,0.014700544
05/18/2006,18,5,2006,74,66.1,60,66,0.018330309
05/19/2006,19,5,2006,63,57.9,52,58,0.015426497
05/20/2006,20,5,2006,69,61.4,53,61,0.016333938
05/21/2006,21,5,2006,70,61.6,53,62,0.016333938
05/22/2006,22,5,2006,64,55.7,50,56,0.018874773
05/23/2006,23,5,2006,67,57.3,48,57,0.015426497
05/24/2006,24,5,2006,75,65.3,56,65,0.017604356
05/25/2006,25,5,2006,78,69.7,60,70,0.014700544
05/26/2006,26,5,2006,72,65.1,59,65,0.017604356
05/27/2006,27,5,2006,83,70.1,62,70,0.017241379
05/28/2006,28,5,2006,81,72.6,67,73,0.020326679
05/29/2006,29,5,2006,89,76.1,67,76,0.026134301
05/30/2006,30,5,2006,85,74,66,74,0.023956443
05/31/2006,31,5,2006,76,68.2,64,68,0.016333938
06/01/2006,1,6,2006,73,73,73,73,0.023411978
06/02/2006,2,6,2006,79,72.7,69,73,0.020326679
06/03/2006,3,6,2006,66,63.3,60,63,0.01615245
06/04/2006,4,6,2006,69,63.6,59,64,0.01615245
06/05/2006,5,6,2006,72,65.8,62,66,0.017604356
06/06/2006,6,6,2006,69,65.3,61,65,0.017604356
06/07/2006,7,6,2006,65,61.7,59,62,0.016333938
06/08/2006,8,6,2006,67,62.8,59,63,0.016878403
06/09/2006,9,6,2006,76,67.7,61,68,0.014519056
06/10/2006,10,6,2006,67,62.8,59,63,0.016878403
06/11/2006,11,6,2006,70,63.2,55,63,0.01615245
06/12/2006,12,6,2006,75,67.4,60,67,0.014519056
06/13/2006,13,6,2006,84,74.4,66,74,0.023956443
06/14/2006,14,6,2006,78,72,68,72,0.020326679
06/15/2006,15,6,2006,81,72.5,67,73,0.020326679
06/16/2006,16,6,2006,86,77.5,68,78,0.022323049
06/17/2006,17,6,2006,86,80,75,80,0.017785844
06/18/2006,18,6,2006,91,83.9,75,84,0.011615245
06/19/2006,19,6,2006,91,83.2,78,83,0.011615245
06/20/2006,20,6,2006,86,79.8,74,80,0.015789474
06/21/2006,21,6,2006,84,76.7,71,77,0.026134301
06/22/2006,22,6,2006,89,81.2,71,81,0.013974592
06/23/2006,23,6,2006,88,80.8,76,81,0.017785844
06/24/2006,24,6,2006,78,73.7,71,74,0.023411978
06/25/2006,25,6,2006,76,73.2,70,73,0.023411978
06/26/2006,26,6,2006,78,74,72,74,0.023956443
06/27/2006,27,6,2006,82,76.6,73,77,0.026134301
06/28/2006,28,6,2006,87,77.1,73,77,0.022323049
06/29/2006,29,6,2006,85,76.8,71,77,0.026134301
06/30/2006,30,6,2006,83,74.8,68,75,0.023956443
07/01/2006,1,7,2006,87,78.7,69,79,0.020145191
07/02/2006,2,7,2006,92,81.8,74,82,0.013974592
07/03/2006,3,7,2006,91,83.3,77,83,0.011615245
07/04/2006,4,7,2006,91,85.1,81,85,0.004537205
07/05/2006,5,7,2006,83,76.6,70,77,0.026134301
07/06/2006,6,7,2006,79,71.7,64,72,0.016878403
07/07/2006,7,7,2006,82,74.9,67,75,0.023956443
07/08/2006,8,7,2006,82,76.7,70,77,0.026134301
07/09/2006,9,7,2006,86,79.3,74,79,0.015789474
07/10/2006,10,7,2006,85,78.2,71,78,0.020145191
07/11/2006,11,7,2006,92,83.3,74,83,0.011615245
07/12/2006,12,7,2006,84,80.2,75,80,0.017785844
07/13/2006,13,7,2006,85,79,73,79,0.015789474
07/14/2006,14,7,2006,86,78.5,71,79,0.020145191
07/15/2006,15,7,2006,82,78.3,73,78,0.020145191
07/16/2006,16,7,2006,92,84,73,84,0.007259528
07/17/2006,17,7,2006,98,89.3,78,89,0.001270417
07/18/2006,18,7,2006,99,88.8,74,89,0.002359347
07/19/2006,19,7,2006,85,79.2,75,79,0.015789474
07/20/2006,20,7,2006,81,75.9,72,76,0.023593466
07/21/2006,21,7,2006,86,78.6,72,79,0.020145191
07/22/2006,22,7,2006,83,78.7,75,79,0.020145191
07/23/2006,23,7,2006,79,74.7,70,75,0.023956443
07/24/2006,24,7,2006,86,78.3,71,78,0.020145191
07/25/2006,25,7,2006,86,79.3,75,79,0.015789474
07/26/2006,26,7,2006,87,80.5,74,81,0.017785844
07/27/2006,27,7,2006,89,82.5,77,83,0.011615245
07/28/2006,28,7,2006,92,82.6,77,83,0.011615245
07/29/2006,29,7,2006,92,84.6,78,85,0.007259528
07/30/2006,30,7,2006,90,84.9,80,85,0.007259528
07/31/2006,31,7,2006,93,83.6,75,84,0.011615245
08/01/2006,1,8,2006,100,90.9,83,91,0.001270417
08/02/2006,2,8,2006,101,93,86,93,0.000362976
08/03/2006,3,8,2006,99,90.4,83,90,0.001270417
08/04/2006,4,8,2006,88,84.5,81,85,0.007259528
08/05/2006,5,8,2006,91,82.6,76,83,0.011615245
08/06/2006,6,8,2006,83,77.7,73,78,0.022323049
08/07/2006,7,8,2006,88,82.9,77,83,0.011615245
08/08/2006,8,8,2006,87,80.5,75,81,0.017785844
08/09/2006,9,8,2006,84,76.9,70,77,0.026134301
08/10/2006,10,8,2006,86,76.7,70,77,0.026134301
08/11/2006,11,8,2006,79,73.3,66,73,0.023411978
08/12/2006,12,8,2006,79,72.3,65,72,0.020326679
08/13/2006,13,8,2006,82,74.5,66,75,0.023956443
08/14/2006,14,8,2006,88,79.8,72,80,0.015789474
08/15/2006,15,8,2006,83,77.6,72,78,0.022323049
08/16/2006,16,8,2006,86,78.8,72,79,0.020145191
08/17/2006,17,8,2006,84,77.2,73,77,0.022323049
08/18/2006,18,8,2006,82,76,72,76,0.026134301
08/19/2006,19,8,2006,82,76.2,72,76,0.026134301
08/20/2006,20,8,2006,91,82.3,75,82,0.011615245
08/21/2006,21,8,2006,86,78,71,78,0.020145191
08/22/2006,22,8,2006,86,78.5,73,79,0.020145191
08/23/2006,23,8,2006,87,79.5,73,80,0.015789474
08/24/2006,24,8,2006,81,74.2,71,74,0.023956443
08/25/2006,25,8,2006,75,72.3,69,72,0.020326679
08/26/2006,26,8,2006,72,68.2,66,68,0.016333938
08/27/2006,27,8,2006,75,69.3,66,69,0.014700544
08/28/2006,28,8,2006,78,73.6,72,74,0.023411978
08/29/2006,29,8,2006,73,68.9,66,69,0.016333938
08/30/2006,30,8,2006,75,68.8,64,69,0.016333938
08/31/2006,31,8,2006,73,68,63,68,0.016333938
09/01/2006,1,9,2006,70,66.5,63,67,0.018330309
09/02/2006,2,9,2006,68,65.3,62,65,0.017604356
09/03/2006,3,9,2006,78,71,67,71,0.016878403
09/04/2006,4,9,2006,77,70.1,64,70,0.017241379
09/05/2006,5,9,2006,70,66.8,64,67,0.018330309
09/06/2006,6,9,2006,76,69,63,69,0.014700544
09/07/2006,7,9,2006,80,72.7,66,73,0.020326679
09/08/2006,8,9,2006,84,75.2,69,75,0.023593466
09/09/2006,9,9,2006,85,76.9,70,77,0.026134301
09/10/2006,10,9,2006,73,69.4,65,69,0.014700544
09/11/2006,11,9,2006,69,64.2,58,64,0.014700544
09/12/2006,12,9,2006,69,62.5,56,63,0.016878403
09/13/2006,13,9,2006,70,65.7,60,66,0.017604356
09/14/2006,14,9,2006,72,67.8,64,68,0.014519056
09/15/2006,15,9,2006,70,67.7,66,68,0.014519056
09/16/2006,16,9,2006,78,71.2,66,71,0.016878403
09/17/2006,17,9,2006,81,73.5,67,74,0.023411978
09/18/2006,18,9,2006,82,74.7,69,75,0.023956443
09/19/2006,19,9,2006,80,73.6,69,74,0.023411978
09/20/2006,20,9,2006,72,67,62,67,0.014519056
09/21/2006,21,9,2006,68,62.5,55,63,0.016878403
09/22/2006,22,9,2006,70,65.1,58,65,0.017604356
09/23/2006,23,9,2006,77,70.9,65,71,0.017241379
09/24/2006,24,9,2006,82,76.1,71,76,0.026134301
09/25/2006,25,9,2006,73,69.1,65,69,0.014700544
09/26/2006,26,9,2006,74,67,62,67,0.014519056
09/27/2006,27,9,2006,74,66.3,59,66,0.018330309
09/28/2006,28,9,2006,75,69.5,64,70,0.014700544
09/29/2006,29,9,2006,70,62.9,59,63,0.016878403
09/30/2006,30,9,2006,66,61,54,61,0.016333938
10/01/2006,1,10,2006,70,65.7,61,66,0.017604356
10/02/2006,2,10,2006,69,63.5,58,64,0.01615245
10/03/2006,3,10,2006,82,70.3,60,70,0.017241379
10/04/2006,4,10,2006,82,73.8,67,74,0.023411978
10/05/2006,5,10,2006,70,62,56,62,0.016878403
10/06/2006,6,10,2006,60,57.5,55,58,0.015426497
10/07/2006,7,10,2006,63,58.1,53,58,0.015426497
10/08/2006,8,10,2006,72,61.8,54,62,0.016333938
10/09/2006,9,10,2006,80,68.8,58,69,0.016333938
10/10/2006,10,10,2006,74,67.8,63,68,0.014519056
10/11/2006,11,10,2006,65,62.3,60,62,0.016878403
10/12/2006,12,10,2006,71,64.3,54,64,0.014700544
10/13/2006,13,10,2006,58,51.3,45,51,0.019056261
10/14/2006,14,10,2006,60,52.8,47,53,0.019419238
10/15/2006,15,10,2006,59,53,46,53,0.015789474
10/16/2006,16,10,2006,61,55.4,48,55,0.018874773
10/17/2006,17,10,2006,63,58.7,56,59,0.015426497
10/18/2006,18,10,2006,73,67,63,67,0.014519056
10/19/2006,19,10,2006,70,65.5,60,66,0.017604356
10/20/2006,20,10,2006,69,61.8,50,62,0.016333938
10/21/2006,21,10,2006,58,52.9,47,53,0.019419238
10/22/2006,22,10,2006,62,55.7,49,56,0.018874773
10/23/2006,23,10,2006,58,52.5,48,53,0.019419238
10/24/2006,24,10,2006,52,47.9,44,48,0.018693285
10/25/2006,25,10,2006,55,49.7,46,50,0.016878403
10/26/2006,26,10,2006,52,47.9,45,48,0.018693285
10/27/2006,27,10,2006,52,47.6,42,48,0.018693285
10/28/2006,28,10,2006,68,59,48,59,0.018511797
10/29/2006,29,10,2006,55,50.4,47,50,0.017967332
10/30/2006,30,10,2006,63,55.3,49,55,0.018874773
10/31/2006,31,10,2006,69,61.2,52,61,0.016333938
11/01/2006,1,11,2006,70,64,60,64,0.014700544
11/02/2006,2,11,2006,61,51.1,46,51,0.019056261
11/03/2006,3,11,2006,48,44,39,44,0.020689655
11/04/2006,4,11,2006,48,43.1,38,43,0.015426497
11/05/2006,5,11,2006,50,45.6,35,46,0.017604356
11/06/2006,6,11,2006,58,50.6,44,51,0.017967332
11/07/2006,7,11,2006,61,57.4,55,57,0.015426497
11/08/2006,8,11,2006,63,58.8,55,59,0.015426497
11/09/2006,9,11,2006,68,63.4,58,63,0.01615245
11/10/2006,10,11,2006,62,58.3,54,58,0.015426497
11/11/2006,11,11,2006,64,58.5,50,59,0.015426497
11/12/2006,12,11,2006,63,58.6,51,59,0.015426497
11/13/2006,13,11,2006,62,59.1,57,59,0.018511797
11/14/2006,14,11,2006,63,59.4,56,59,0.018511797
11/15/2006,15,11,2006,63,60.7,57,61,0.016878403
11/16/2006,16,11,2006,69,65.2,60,65,0.017604356
11/17/2006,17,11,2006,64,60.2,52,60,0.016878403
11/18/2006,18,11,2006,52,49.6,46,50,0.016878403
11/19/2006,19,11,2006,48,46.8,45,47,0.020145191
11/20/2006,20,11,2006,45,42.5,41,43,0.018330309
11/21/2006,21,11,2006,47,42.1,37,42,0.018330309
11/22/2006,22,11,2006,48,44.8,41,45,0.020689655
11/23/2006,23,11,2006,46,44.6,43,45,0.020689655
11/24/2006,24,11,2006,59,51.7,44,52,0.019056261
11/25/2006,25,11,2006,51,46.8,42,47,0.020145191
11/26/2006,26,11,2006,59,52.1,45,52,0.019419238
11/27/2006,27,11,2006,65,56.3,48,56,0.014882033
11/28/2006,28,11,2006,56,53.9,52,54,0.015789474
11/29/2006,29,11,2006,58,54.3,51,54,0.014700544
11/30/2006,30,11,2006,68,62,57,62,0.016878403
12/01/2006,1,12,2006,72,63.7,51,64,0.01615245
12/02/2006,2,12,2006,50,46.5,42,47,0.020145191
12/03/2006,3,12,2006,46,42.5,38,43,0.018330309
12/04/2006,4,12,2006,44,39.3,34,39,0.020326679
12/05/2006,5,12,2006,39,35,31,35,0.015063521
12/06/2006,6,12,2006,50,43.1,33,43,0.015426497
12/07/2006,7,12,2006,54,45.5,29,46,0.017604356
12/08/2006,8,12,2006,31,27.4,22,27,0.005444646
12/09/2006,9,12,2006,40,34.2,27,34,0.014337568
12/10/2006,10,12,2006,55,46.8,37,47,0.020145191
12/11/2006,11,12,2006,58,51,46,51,0.019056261
12/12/2006,12,12,2006,50,46.2,45,46,0.020145191
12/13/2006,13,12,2006,59,53.9,48,54,0.015789474
12/14/2006,14,12,2006,57,50.3,46,50,0.017967332
12/15/2006,15,12,2006,54,48.8,45,49,0.014700544
12/16/2006,16,12,2006,51,47.6,44,48,0.018693285
12/17/2006,17,12,2006,57,50.5,43,51,0.017967332
12/18/2006,18,12,2006,62,54,46,54,0.014700544
12/19/2006,19,12,2006,46,42.9,39,43,0.018330309
12/20/2006,20,12,2006,46,41.4,37,41,0.01814882
12/21/2006,21,12,2006,55,47.3,41,47,0.018693285
12/22/2006,22,12,2006,49,44.4,40,44,0.020689655
12/23/2006,23,12,2006,61,56.2,50,56,0.014882033
12/24/2006,24,12,2006,53,50.2,47,50,0.017967332
12/25/2006,25,12,2006,46,44.3,42,44,0.020689655
12/26/2006,26,12,2006,54,48.5,44,49,0.014700544
12/27/2006,27,12,2006,45,42.8,41,43,0.018330309
12/28/2006,28,12,2006,50,44.3,38,44,0.020689655
12/29/2006,29,12,2006,48,44.8,38,45,0.020689655
12/30/2006,30,12,2006,49,43,36,43,0.015426497
12/31/2006,31,12,2006,46,40.7,36,41,0.019600726
01/01/2007,1,1,2007,56,52.8,47,53,0.019419238
01/02/2007,2,1,2007,50,46.2,43,46,0.020145191
01/03/2007,3,1,2007,53,46.5,39,47,0.020145191
01/04/2007,4,1,2007,58,50.5,44,51,0.017967332
01/05/2007,5,1,2007,63,58.3,51,58,0.015426497
01/06/2007,6,1,2007,72,62,55,62,0.016878403
01/07/2007,7,1,2007,54,48.7,46,49,0.014700544
01/08/2007,8,1,2007,57,49.3,40,49,0.016878403
01/09/2007,9,1,2007,45,40.4,37,40,0.019600726
01/10/2007,10,1,2007,38,35,31,35,0.015063521
01/11/2007,11,1,2007,40,34.6,29,35,0.014337568
01/12/2007,12,1,2007,50,45.7,39,46,0.017604356
01/13/2007,13,1,2007,57,51.8,47,52,0.019056261
01/14/2007,14,1,2007,45,44.5,43,45,0.020689655
01/15/2007,15,1,2007,51,44.1,42,44,0.020689655
01/16/2007,16,1,2007,57,40.4,25,40,0.019600726
01/17/2007,17,1,2007,30,25.7,21,26,0.006715064
01/18/2007,18,1,2007,38,33.4,26,33,0.012341198
01/19/2007,19,1,2007,43,37.3,33,37,0.01415608
01/20/2007,20,1,2007,34,29.7,24,30,0.009618875
01/21/2007,21,1,2007,31,26.2,21,26,0.00707804
01/22/2007,22,1,2007,33,31.4,28,31,0.009255898
01/23/2007,23,1,2007,37,34.6,30,35,0.014337568
01/24/2007,24,1,2007,40,36.9,34,37,0.013974592
01/25/2007,25,1,2007,36,29.6,18,30,0.009618875
01/26/2007,26,1,2007,24,18,11,18,0.001633394
01/27/2007,27,1,2007,41,32,22,32,0.010344828
01/28/2007,28,1,2007,43,38.6,32,39,0.017967332
01/29/2007,29,1,2007,32,28.4,24,28,0.006896552
01/30/2007,30,1,2007,36,30.5,24,31,0.009800363
01/31/2007,31,1,2007,34,30.8,28,31,0.009800363
02/01/2007,1,2,2007,36,33,28,33,0.012341198
02/02/2007,2,2,2007,38,36.4,34,36,0.013974592
02/03/2007,3,2,2007,37,29,25,29,0.009618875
02/04/2007,4,2,2007,30,23.3,19,23,0.003085299
02/05/2007,5,2,2007,19,15.3,11,15,0.001088929
02/06/2007,6,2,2007,25,18.2,13,18,0.001633394
02/07/2007,7,2,2007,27,20.2,14,20,0.001814882
02/08/2007,8,2,2007,29,22.8,17,23,0.003629764
02/09/2007,9,2,2007,33,25.8,20,26,0.006715064
02/10/2007,10,2,2007,34,28.4,25,28,0.006896552
02/11/2007,11,2,2007,34,28.2,22,28,0.006896552
02/12/2007,12,2,2007,41,35.2,31,35,0.015063521
02/13/2007,13,2,2007,33,26.4,24,26,0.00707804
02/14/2007,14,2,2007,31,25.2,19,25,0.006715064
02/15/2007,15,2,2007,25,20.7,17,21,0.001814882
02/16/2007,16,2,2007,30,23.2,16,23,0.003085299
02/17/2007,17,2,2007,36,29.9,22,30,0.009618875
02/18/2007,18,2,2007,34,30.2,20,30,0.009800363
02/19/2007,19,2,2007,29,22.3,14,22,0.003629764
02/20/2007,20,2,2007,48,40.7,30,41,0.019600726
02/21/2007,21,2,2007,48,43.1,39,43,0.015426497
02/22/2007,22,2,2007,45,39.9,33,40,0.020326679
02/23/2007,23,2,2007,39,32.6,24,33,0.010344828
02/24/2007,24,2,2007,43,32,21,32,0.010344828
02/25/2007,25,2,2007,38,31.9,27,32,0.009255898
02/26/2007,26,2,2007,37,33.9,30,34,0.012341198
02/27/2007,27,2,2007,43,39.2,35,39,0.020326679
02/28/2007,28,2,2007,46,41.3,37,41,0.01814882
03/01/2007,1,3,2007,43,38.5,33,39,0.017967332
03/02/2007,2,3,2007,60,49.9,36,50,0.016878403
03/03/2007,3,3,2007,58,47.5,37,48,0.018693285
03/04/2007,4,3,2007,42,37.5,35,38,0.01415608
03/05/2007,5,3,2007,42,34,23,34,0.014337568
03/06/2007,6,3,2007,23,18.3,14,18,0.001633394
03/07/2007,7,3,2007,24,18.5,14,19,0.001633394
03/08/2007,8,3,2007,35,25.9,21,26,0.006715064
03/09/2007,9,3,2007,33,25.3,15,25,0.006715064
03/10/2007,10,3,2007,55,41.9,30,42,0.01814882
03/11/2007,11,3,2007,50,46.4,41,46,0.020145191
03/12/2007,12,3,2007,56,46.3,37,46,0.020145191
03/13/2007,13,3,2007,54,48.9,44,49,0.014700544
03/14/2007,14,3,2007,65,56,47,56,0.014882033
03/15/2007,15,3,2007,68,52.2,38,52,0.019419238
03/16/2007,16,3,2007,37,30.9,28,31,0.009800363
03/17/2007,17,3,2007,39,31.1,27,31,0.009255898
03/18/2007,18,3,2007,41,34,28,34,0.014337568
03/19/2007,19,3,2007,42,38,33,38,0.017967332
03/20/2007,20,3,2007,49,44.9,37,45,0.020689655
03/21/2007,21,3,2007,41,34.7,27,35,0.014337568
03/22/2007,22,3,2007,65,51.9,41,52,0.019056261
03/23/2007,23,3,2007,61,55.4,50,55,0.018874773
03/24/2007,24,3,2007,54,46.2,41,46,0.020145191
03/25/2007,25,3,2007,54,43.4,39,43,0.015426497
03/26/2007,26,3,2007,53,46.3,41,46,0.020145191
03/27/2007,27,3,2007,74,62,51,62,0.016878403
03/28/2007,28,3,2007,63,56.1,49,56,0.014882033
03/29/2007,29,3,2007,56,48.1,40,48,0.014700544
03/30/2007,30,3,2007,66,53.8,42,54,0.015789474
03/31/2007,31,3,2007,56,48.5,44,49,0.014700544
04/01/2007,1,4,2007,50,45.3,42,45,0.017604356
04/02/2007,2,4,2007,54,46.3,42,46,0.020145191
04/03/2007,3,4,2007,58,49,44,49,0.016878403
04/04/2007,4,4,2007,44,42.5,41,43,0.018330309
04/05/2007,5,4,2007,45,41.4,36,41,0.01814882
04/06/2007,6,4,2007,42,38,34,38,0.017967332
04/07/2007,7,4,2007,42,37.7,34,38,0.01415608
04/08/2007,8,4,2007,42,37.6,32,38,0.01415608
04/09/2007,9,4,2007,48,41,35,41,0.01814882
04/10/2007,10,4,2007,50,43.3,37,43,0.015426497
04/11/2007,11,4,2007,50,44.2,38,44,0.020689655
04/12/2007,12,4,2007,45,42.9,41,43,0.018330309
04/13/2007,13,4,2007,50,46.9,44,47,0.020145191
04/14/2007,14,4,2007,56,48.3,42,48,0.014700544
