Date,Day,Month,Year,Max,Avg,Min,Round Temp,Temp Normalized
11/01/2006,1,1,2006,43,37.7,33,38,1.411169366
12/02/2006,2,1,2006,46,42.2,39,42,1.434645382
13/03/2006,3,1,2006,41,37.9,35,38,1.411169366
14/04/2006,4,1,2006,39,34.3,30,34,1.064246029
15/05/2006,5,1,2006,50,42.5,36,43,1.893731904
16/06/2006,6,1,2006,43,38,31,38,1.411169366
17/07/2006,7,1,2006,35,31,26,31,0.646894645
18/08/2006,8,1,2006,46,40.8,35,41,1.640712627
19/09/2006,9,1,2006,60,50,41,50,1.891123458
110/10/2006,10,1,2006,49,44.6,42,45,1.836346089
111/11/2006,11,1,2006,54,45.5,41,46,1.729399797
112/12/2006,12,1,2006,57,51.9,47,52,1.831129196
113/13/2006,13,1,2006,53,45.9,41,46,1.729399797
114/14/2006,14,1,2006,56,51.6,34,52,1.831129196
115/15/2006,15,1,2006,34,26,17,26,0.375616245
116/16/2006,16,1,2006,33,24.6,17,25,0.172157446
117/17/2006,17,1,2006,45,43.7,43,44,2.068497796
118/18/2006,18,1,2006,61,51,38,51,1.880689673
119/19/2006,19,1,2006,47,41.2,35,41,1.640712627
120/20/2006,20,1,2006,61,50.7,43,51,1.880689673
121/21/2006,21,1,2006,64,49,39,49,1.669405535
122/22/2006,22,1,2006,42,38.4,34,38,1.411169366
123/23/2006,23,1,2006,44,39.4,36,39,1.351175105
124/24/2006,24,1,2006,45,41.5,37,42,1.434645382
125/25/2006,25,1,2006,43,40,35,40,1.606802828
126/26/2006,26,1,2006,36,32,27,32,0.626027076
127/27/2006,27,1,2006,43,34.1,25,34,1.064246029
128/28/2006,28,1,2006,58,47.7,38,48,1.585935258
129/29/2006,29,1,2006,52,46.8,41,47,1.977202181
130/30/2006,30,1,2006,61,47.9,41,48,1.585935258
131/31/2006,31,1,2006,42,40.6,39,41,1.640712627
21/01/2006,1,2,2006,41,39.7,38,40,1.606802828
22/02/2006,2,2,2006,51,44.8,38,45,1.836346089
23/03/2006,3,2,2006,63,54.2,45,54,1.742442027
24/04/2006,4,2,2006,56,44.8,43,45,1.836346089
25/05/2006,5,2,2006,55,47.9,39,48,1.585935258
26/06/2006,6,2,2006,40,38,35,38,1.411169366
27/07/2006,7,2,2006,44,37.7,33,38,1.411169366
28/08/2006,8,2,2006,37,33,30,33,0.850353444
29/09/2006,9,2,2006,36,30.8,25,31,0.646894645
210/10/2006,10,2,2006,37,33.4,28,33,0.850353444
211/11/2006,11,2,2006,38,34,30,34,1.064246029
212/12/2006,12,2,2006,30,26.2,24,26,0.375616245
213/13/2006,13,2,2006,36,29.7,23,30,0.506038553
214/14/2006,14,2,2006,41,36.5,31,37,1.207710567
215/15/2006,15,2,2006,53,44.1,36,44,2.068497796
216/16/2006,16,2,2006,55,47,37,47,1.977202181
217/17/2006,17,2,2006,57,47.6,34,48,1.585935258
218/18/2006,18,2,2006,35,27.7,17,28,0.344314892
219/19/2006,19,2,2006,31,23.4,17,23,0.143464538
220/20/2006,20,2,2006,37,30.8,25,31,0.646894645
221/21/2006,21,2,2006,41,37.3,32,37,1.207710567
222/22/2006,22,2,2006,44,39,34,39,1.351175105
223/23/2006,23,2,2006,48,41.6,38,42,1.434645382
224/24/2006,24,2,2006,42,35.6,30,36,0.774708506
225/25/2006,25,2,2006,51,37.5,29,38,1.411169366
226/26/2006,26,2,2006,29,24,20,24,0.151289877
227/27/2006,27,2,2006,31,25.7,20,26,0.375616245
228/28/2006,28,2,2006,34,29.6,24,30,0.506038553
31/01/2006,1,3,2006,42,34.8,29,35,1.152933198
32/02/2006,2,3,2006,32,32,32,32,0.626027076
33/03/2006,3,3,2006,34,28.1,24,28,0.344314892
34/04/2006,4,3,2006,40,33.7,28,34,1.064246029
35/05/2006,5,3,2006,45,38.6,33,39,1.351175105
36/06/2006,6,3,2006,43,38,33,38,1.411169366
37/07/2006,7,3,2006,46,38.1,32,38,1.411169366
38/08/2006,8,3,2006,49,39.2,31,39,1.351175105
39/09/2006,9,3,2006,52,46.6,42,47,1.977202181
310/10/2006,10,3,2006,74,60.3,47,60,1.658971751
311/11/2006,11,3,2006,64,55,48,55,1.891123458
312/12/2006,12,3,2006,54,51.9,50,52,1.831129196
313/13/2006,13,3,2006,62,52.6,48,53,1.789394058
314/14/2006,14,3,2006,63,51.9,42,52,1.831129196
315/15/2006,15,3,2006,41,40,39,40,1.606802828
316/16/2006,16,3,2006,48,41.5,37,42,1.434645382
317/17/2006,17,3,2006,46,38.8,33,39,1.351175105
318/18/2006,18,3,2006,42,36.1,31,36,0.774708506
319/19/2006,19,3,2006,41,36.5,32,37,1.207710567
320/20/2006,20,3,2006,41,35.6,29,36,0.774708506
321/21/2006,21,3,2006,44,36,26,36,0.774708506
322/22/2006,22,3,2006,44,38.8,33,39,1.351175105
323/23/2006,23,3,2006,53,44.3,36,44,2.068497796
324/24/2006,24,3,2006,48,44.8,42,45,1.836346089
325/25/2006,25,3,2006,46,42.2,37,42,1.434645382
326/26/2006,26,3,2006,51,45.2,39,45,1.836346089
327/27/2006,27,3,2006,58,49.3,40,49,1.669405535
328/28/2006,28,3,2006,54,48,44,48,1.585935258
329/29/2006,29,3,2006,61,51.2,41,51,1.880689673
330/30/2006,30,3,2006,66,55.4,44,55,1.891123458
331/31/2006,31,3,2006,66,59,52,59,2.011111981
41/01/2006,1,4,2006,75,61.9,53,62,1.825912304
42/02/2006,2,4,2006,67,57.9,49,58,1.961551504
43/03/2006,3,4,2006,57,52.1,47,52,1.831129196
44/04/2006,4,4,2006,55,49.6,45,50,1.891123458
45/05/2006,5,4,2006,47,41.9,36,42,1.434645382
46/06/2006,6,4,2006,52,47.2,42,47,1.977202181
47/07/2006,7,4,2006,65,54.3,46,54,1.742442027
48/08/2006,8,4,2006,61,47.5,39,48,1.585935258
49/09/2006,9,4,2006,58,47.8,39,48,1.585935258
410/10/2006,10,4,2006,61,51.5,44,52,1.831129196
411/11/2006,11,4,2006,67,55.2,47,55,1.891123458
412/12/2006,12,4,2006,62,55.5,48,56,1.831129196
413/13/2006,13,4,2006,77,64.8,54,65,1.857213658
414/14/2006,14,4,2006,68,59,53,59,2.011111981
415/15/2006,15,4,2006,80,61.3,52,61,1.888515012
416/16/2006,16,4,2006,65,58.6,53,59,2.011111981
417/17/2006,17,4,2006,61,55.2,50,55,1.891123458
418/18/2006,18,4,2006,70,58.3,49,58,1.961551504
419/19/2006,19,4,2006,72,62.8,50,63,1.844171427
420/20/2006,20,4,2006,81,68.4,57,68,1.885906565
421/21/2006,21,4,2006,61,54.2,49,54,1.742442027
422/22/2006,22,4,2006,49,46.4,44,46,1.729399797
423/23/2006,23,4,2006,60,52.5,46,53,1.789394058
424/24/2006,24,4,2006,60,53.5,48,54,1.742442027
425/25/2006,25,4,2006,71,60,50,60,1.658971751
426/26/2006,26,4,2006,57,50.5,44,51,1.880689673
427/27/2006,27,4,2006,72,61.6,51,62,1.825912304
428/28/2006,28,4,2006,62,55.2,50,55,1.891123458
429/29/2006,29,4,2006,63,53.5,47,54,1.742442027
430/30/2006,30,4,2006,69,57.8,50,58,1.961551504
51/01/2006,1,5,2006,70,60.7,54,61,1.888515012
52/02/2006,2,5,2006,66,56.9,51,57,1.505073428
53/03/2006,3,5,2006,69,58.9,53,59,2.011111981
54/04/2006,4,5,2006,81,66.2,57,66,2.050238673
55/05/2006,5,5,2006,81,72.4,65,72,2.355426872
56/06/2006,6,5,2006,76,65.8,54,66,2.050238673
57/07/2006,7,5,2006,65,56.4,49,56,1.831129196
58/08/2006,8,5,2006,61,57.2,54,57,1.505073428
59/09/2006,9,5,2006,65,59.3,55,59,2.011111981
510/10/2006,10,5,2006,66,59.9,54,60,1.658971751
511/11/2006,11,5,2006,63,59,55,59,2.011111981
512/12/2006,12,5,2006,68,62.4,57,62,1.825912304
513/13/2006,13,5,2006,65,58.3,53,58,1.961551504
514/14/2006,14,5,2006,62,55.8,52,56,1.831129196
515/15/2006,15,5,2006,61,55.9,53,56,1.831129196
516/16/2006,16,5,2006,66,57.9,53,58,1.961551504
517/17/2006,17,5,2006,73,64.8,56,65,1.857213658
518/18/2006,18,5,2006,74,66.1,60,66,2.050238673
519/19/2006,19,5,2006,63,57.9,52,58,1.961551504
520/20/2006,20,5,2006,69,61.4,53,61,1.888515012
521/21/2006,21,5,2006,70,61.6,53,62,1.825912304
522/22/2006,22,5,2006,64,55.7,50,56,1.831129196
523/23/2006,23,5,2006,67,57.3,48,57,1.505073428
524/24/2006,24,5,2006,75,65.3,56,65,1.857213658
525/25/2006,25,5,2006,78,69.7,60,70,1.784177166
526/26/2006,26,5,2006,72,65.1,59,65,1.857213658
527/27/2006,27,5,2006,83,70.1,62,70,1.784177166
528/28/2006,28,5,2006,81,72.6,67,73,2.347601534
529/29/2006,29,5,2006,89,76.1,67,76,2.864073871
530/30/2006,30,5,2006,85,74,66,74,2.63453061
531/31/2006,31,5,2006,76,68.2,64,68,1.885906565
61/01/2006,1,6,2006,73,73,73,73,2.347601534
62/02/2006,2,6,2006,79,72.7,69,73,2.347601534
63/03/2006,3,6,2006,66,63.3,60,63,1.844171427
64/04/2006,4,6,2006,69,63.6,59,64,1.538983228
65/05/2006,5,6,2006,72,65.8,62,66,2.050238673
66/06/2006,6,6,2006,69,65.3,61,65,1.857213658
67/07/2006,7,6,2006,65,61.7,59,62,1.825912304
68/08/2006,8,6,2006,67,62.8,59,63,1.844171427
69/09/2006,9,6,2006,76,67.7,61,68,1.885906565
610/10/2006,10,6,2006,67,62.8,59,63,1.844171427
611/11/2006,11,6,2006,70,63.2,55,63,1.844171427
612/12/2006,12,6,2006,75,67.4,60,67,1.96415995
613/13/2006,13,6,2006,84,74.4,66,74,2.63453061
614/14/2006,14,6,2006,78,72,68,72,2.355426872
615/15/2006,15,6,2006,81,72.5,67,73,2.347601534
616/16/2006,16,6,2006,86,77.5,68,78,2.154576519
617/17/2006,17,6,2006,86,80,75,80,1.737225135
618/18/2006,18,6,2006,91,83.9,75,84,1.077288259
619/19/2006,19,6,2006,91,83.2,78,83,1.379868013
620/20/2006,20,6,2006,86,79.8,74,80,1.737225135
621/21/2006,21,6,2006,84,76.7,71,77,2.864073871
622/22/2006,22,6,2006,89,81.2,71,81,1.833737642
623/23/2006,23,6,2006,88,80.8,76,81,1.833737642
624/24/2006,24,6,2006,78,73.7,71,74,2.63453061
625/25/2006,25,6,2006,76,73.2,70,73,2.347601534
626/26/2006,26,6,2006,78,74,72,74,2.63453061
627/27/2006,27,6,2006,82,76.6,73,77,2.864073871
628/28/2006,28,6,2006,87,77.1,73,77,2.864073871
629/29/2006,29,6,2006,85,76.8,71,77,2.864073871
630/30/2006,30,6,2006,83,74.8,68,75,2.934501917
71/01/2006,1,7,2006,87,78.7,69,79,2.235438349
72/02/2006,2,7,2006,92,81.8,74,82,1.301614628
73/03/2006,3,7,2006,91,83.3,77,83,1.379868013
74/04/2006,4,7,2006,91,85.1,81,85,0.581683491
75/05/2006,5,7,2006,83,76.6,70,77,2.864073871
76/06/2006,6,7,2006,79,71.7,64,72,2.355426872
77/07/2006,7,7,2006,82,74.9,67,75,2.934501917
78/08/2006,8,7,2006,82,76.7,70,77,2.864073871
79/09/2006,9,7,2006,86,79.3,74,79,2.235438349
710/10/2006,10,7,2006,85,78.2,71,78,2.154576519
711/11/2006,11,7,2006,92,83.3,74,83,1.379868013
712/12/2006,12,7,2006,84,80.2,75,80,1.737225135
713/13/2006,13,7,2006,85,79,73,79,2.235438349
714/14/2006,14,7,2006,86,78.5,71,79,2.235438349
715/15/2006,15,7,2006,82,78.3,73,78,2.154576519
716/16/2006,16,7,2006,92,84,73,84,1.077288259
717/17/2006,17,7,2006,98,89.3,78,89,0.234760153
718/18/2006,18,7,2006,99,88.8,74,89,0.234760153
719/19/2006,19,7,2006,85,79.2,75,79,2.235438349
720/20/2006,20,7,2006,81,75.9,72,76,2.864073871
721/21/2006,21,7,2006,86,78.6,72,79,2.235438349
722/22/2006,22,7,2006,83,78.7,75,79,2.235438349
723/23/2006,23,7,2006,79,74.7,70,75,2.934501917
724/24/2006,24,7,2006,86,78.3,71,78,2.154576519
725/25/2006,25,7,2006,86,79.3,75,79,2.235438349
726/26/2006,26,7,2006,87,80.5,74,81,1.833737642
727/27/2006,27,7,2006,89,82.5,77,83,1.379868013
728/28/2006,28,7,2006,92,82.6,77,83,1.379868013
729/29/2006,29,7,2006,92,84.6,78,85,0.581683491
730/30/2006,30,7,2006,90,84.9,80,85,0.581683491
731/31/2006,31,7,2006,93,83.6,75,84,1.077288259
81/01/2006,1,8,2006,100,90.9,83,91,0.096512507
82/02/2006,2,8,2006,101,93,86,93,0.020867569
83/03/2006,3,8,2006,99,90.4,83,90,0.114771631
84/04/2006,4,8,2006,88,84.5,81,85,0.581683491
85/05/2006,5,8,2006,91,82.6,76,83,1.379868013
86/06/2006,6,8,2006,83,77.7,73,78,2.154576519
87/07/2006,7,8,2006,88,82.9,77,83,1.379868013
88/08/2006,8,8,2006,87,80.5,75,81,1.833737642
89/09/2006,9,8,2006,84,76.9,70,77,2.864073871
810/10/2006,10,8,2006,86,76.7,70,77,2.864073871
811/11/2006,11,8,2006,79,73.3,66,73,2.347601534
812/12/2006,12,8,2006,79,72.3,65,72,2.355426872
813/13/2006,13,8,2006,82,74.5,66,75,2.934501917
814/14/2006,14,8,2006,88,79.8,72,80,1.737225135
815/15/2006,15,8,2006,83,77.6,72,78,2.154576519
816/16/2006,16,8,2006,86,78.8,72,79,2.235438349
817/17/2006,17,8,2006,84,77.2,73,77,2.864073871
818/18/2006,18,8,2006,82,76,72,76,2.864073871
819/19/2006,19,8,2006,82,76.2,72,76,2.864073871
820/20/2006,20,8,2006,91,82.3,75,82,1.301614628
821/21/2006,21,8,2006,86,78,71,78,2.154576519
822/22/2006,22,8,2006,86,78.5,73,79,2.235438349
823/23/2006,23,8,2006,87,79.5,73,80,1.737225135
824/24/2006,24,8,2006,81,74.2,71,74,2.63453061
825/25/2006,25,8,2006,75,72.3,69,72,2.355426872
826/26/2006,26,8,2006,72,68.2,66,68,1.885906565
827/27/2006,27,8,2006,75,69.3,66,69,1.911991027
828/28/2006,28,8,2006,78,73.6,72,74,2.63453061
829/29/2006,29,8,2006,73,68.9,66,69,1.911991027
830/30/2006,30,8,2006,75,68.8,64,69,1.911991027
831/31/2006,31,8,2006,73,68,63,68,1.885906565
91/01/2006,1,9,2006,70,66.5,63,67,1.96415995
92/02/2006,2,9,2006,68,65.3,62,65,1.857213658
93/03/2006,3,9,2006,78,71,67,71,1.810261627
94/04/2006,4,9,2006,77,70.1,64,70,1.784177166
95/05/2006,5,9,2006,70,66.8,64,67,1.96415995
96/06/2006,6,9,2006,76,69,63,69,1.911991027
97/07/2006,7,9,2006,80,72.7,66,73,2.347601534
98/08/2006,8,9,2006,84,75.2,69,75,2.934501917
99/09/2006,9,9,2006,85,76.9,70,77,2.864073871
910/10/2006,10,9,2006,73,69.4,65,69,1.911991027
911/11/2006,11,9,2006,69,64.2,58,64,1.538983228
912/12/2006,12,9,2006,69,62.5,56,63,1.844171427
913/13/2006,13,9,2006,70,65.7,60,66,2.050238673
914/14/2006,14,9,2006,72,67.8,64,68,1.885906565
915/15/2006,15,9,2006,70,67.7,66,68,1.885906565
916/16/2006,16,9,2006,78,71.2,66,71,1.810261627
917/17/2006,17,9,2006,81,73.5,67,74,2.63453061
918/18/2006,18,9,2006,82,74.7,69,75,2.934501917
919/19/2006,19,9,2006,80,73.6,69,74,2.63453061
920/20/2006,20,9,2006,72,67,62,67,1.96415995
921/21/2006,21,9,2006,68,62.5,55,63,1.844171427
922/22/2006,22,9,2006,70,65.1,58,65,1.857213658
923/23/2006,23,9,2006,77,70.9,65,71,1.810261627
924/24/2006,24,9,2006,82,76.1,71,76,2.864073871
925/25/2006,25,9,2006,73,69.1,65,69,1.911991027
926/26/2006,26,9,2006,74,67,62,67,1.96415995
927/27/2006,27,9,2006,74,66.3,59,66,2.050238673
928/28/2006,28,9,2006,75,69.5,64,70,1.784177166
929/29/2006,29,9,2006,70,62.9,59,63,1.844171427
930/30/2006,30,9,2006,66,61,54,61,1.888515012
101/01/2006,1,10,2006,70,65.7,61,66,2.050238673
102/02/2006,2,10,2006,69,63.5,58,64,1.538983228
103/03/2006,3,10,2006,82,70.3,60,70,1.784177166
104/04/2006,4,10,2006,82,73.8,67,74,2.63453061
105/05/2006,5,10,2006,70,62,56,62,1.825912304
106/06/2006,6,10,2006,60,57.5,55,58,1.961551504
107/07/2006,7,10,2006,63,58.1,53,58,1.961551504
108/08/2006,8,10,2006,72,61.8,54,62,1.825912304
109/09/2006,9,10,2006,80,68.8,58,69,1.911991027
1010/10/2006,10,10,2006,74,67.8,63,68,1.885906565
1011/11/2006,11,10,2006,65,62.3,60,62,1.825912304
1012/12/2006,12,10,2006,71,64.3,54,64,1.538983228
1013/13/2006,13,10,2006,58,51.3,45,51,1.880689673
1014/14/2006,14,10,2006,60,52.8,47,53,1.789394058
1015/15/2006,15,10,2006,59,53,46,53,1.789394058
1016/16/2006,16,10,2006,61,55.4,48,55,1.891123458
1017/17/2006,17,10,2006,63,58.7,56,59,2.011111981
1018/18/2006,18,10,2006,73,67,63,67,1.96415995
1019/19/2006,19,10,2006,70,65.5,60,66,2.050238673
1020/20/2006,20,10,2006,69,61.8,50,62,1.825912304
1021/21/2006,21,10,2006,58,52.9,47,53,1.789394058
1022/22/2006,22,10,2006,62,55.7,49,56,1.831129196
1023/23/2006,23,10,2006,58,52.5,48,53,1.789394058
1024/24/2006,24,10,2006,52,47.9,44,48,1.585935258
1025/25/2006,25,10,2006,55,49.7,46,50,1.891123458
1026/26/2006,26,10,2006,52,47.9,45,48,1.585935258
1027/27/2006,27,10,2006,52,47.6,42,48,1.585935258
1028/28/2006,28,10,2006,68,59,48,59,2.011111981
1029/29/2006,29,10,2006,55,50.4,47,50,1.891123458
1030/30/2006,30,10,2006,63,55.3,49,55,1.891123458
1031/31/2006,31,10,2006,69,61.2,52,61,1.888515012
111/01/2006,1,11,2006,70,64,60,64,1.538983228
112/02/2006,2,11,2006,61,51.1,46,51,1.880689673
113/03/2006,3,11,2006,48,44,39,44,2.068497796
114/04/2006,4,11,2006,48,43.1,38,43,1.893731904
115/05/2006,5,11,2006,50,45.6,35,46,1.729399797
116/06/2006,6,11,2006,58,50.6,44,51,1.880689673
117/07/2006,7,11,2006,61,57.4,55,57,1.505073428
118/08/2006,8,11,2006,63,58.8,55,59,2.011111981
119/09/2006,9,11,2006,68,63.4,58,63,1.844171427
1110/10/2006,10,11,2006,62,58.3,54,58,1.961551504
1111/11/2006,11,11,2006,64,58.5,50,59,2.011111981
1112/12/2006,12,11,2006,63,58.6,51,59,2.011111981
1113/13/2006,13,11,2006,62,59.1,57,59,2.011111981
1114/14/2006,14,11,2006,63,59.4,56,59,2.011111981
1115/15/2006,15,11,2006,63,60.7,57,61,1.888515012
1116/16/2006,16,11,2006,69,65.2,60,65,1.857213658
1117/17/2006,17,11,2006,64,60.2,52,60,1.658971751
1118/18/2006,18,11,2006,52,49.6,46,50,1.891123458
1119/19/2006,19,11,2006,48,46.8,45,47,1.977202181
1120/20/2006,20,11,2006,45,42.5,41,43,1.893731904
1121/21/2006,21,11,2006,47,42.1,37,42,1.434645382
1122/22/2006,22,11,2006,48,44.8,41,45,1.836346089
1123/23/2006,23,11,2006,46,44.6,43,45,1.836346089
1124/24/2006,24,11,2006,59,51.7,44,52,1.831129196
1125/25/2006,25,11,2006,51,46.8,42,47,1.977202181
1126/26/2006,26,11,2006,59,52.1,45,52,1.831129196
1127/27/2006,27,11,2006,65,56.3,48,56,1.831129196
1128/28/2006,28,11,2006,56,53.9,52,54,1.742442027
1129/29/2006,29,11,2006,58,54.3,51,54,1.742442027
1130/30/2006,30,11,2006,68,62,57,62,1.825912304
121/01/2006,1,12,2006,72,63.7,51,64,1.538983228
122/02/2006,2,12,2006,50,46.5,42,47,1.977202181
123/03/2006,3,12,2006,46,42.5,38,43,1.893731904
124/04/2006,4,12,2006,44,39.3,34,39,1.351175105
125/05/2006,5,12,2006,39,35,31,35,1.152933198
126/06/2006,6,12,2006,50,43.1,33,43,1.893731904
127/07/2006,7,12,2006,54,45.5,29,46,1.729399797
128/08/2006,8,12,2006,31,27.4,22,27,0.542556799
129/09/2006,9,12,2006,40,34.2,27,34,1.064246029
1210/10/2006,10,12,2006,55,46.8,37,47,1.977202181
1211/11/2006,11,12,2006,58,51,46,51,1.880689673
1212/12/2006,12,12,2006,50,46.2,45,46,1.729399797
1213/13/2006,13,12,2006,59,53.9,48,54,1.742442027
1214/14/2006,14,12,2006,57,50.3,46,50,1.891123458
1215/15/2006,15,12,2006,54,48.8,45,49,1.669405535
1216/16/2006,16,12,2006,51,47.6,44,48,1.585935258
1217/17/2006,17,12,2006,57,50.5,43,51,1.880689673
1218/18/2006,18,12,2006,62,54,46,54,1.742442027
1219/19/2006,19,12,2006,46,42.9,39,43,1.893731904
1220/20/2006,20,12,2006,46,41.4,37,41,1.640712627
1221/21/2006,21,12,2006,55,47.3,41,47,1.977202181
1222/22/2006,22,12,2006,49,44.4,40,44,2.068497796
1223/23/2006,23,12,2006,61,56.2,50,56,1.831129196
1224/24/2006,24,12,2006,53,50.2,47,50,1.891123458
1225/25/2006,25,12,2006,46,44.3,42,44,2.068497796
1226/26/2006,26,12,2006,54,48.5,44,49,1.669405535
1227/27/2006,27,12,2006,45,42.8,41,43,1.893731904
1228/28/2006,28,12,2006,50,44.3,38,44,2.068497796
1229/29/2006,29,12,2006,48,44.8,38,45,1.836346089
1230/30/2006,30,12,2006,49,43,36,43,1.893731904
1231/31/2006,31,12,2006,46,40.7,36,41,1.640712627
11/01/2007,1,1,2007,56,52.8,47,53,1.789394058
12/02/2007,2,1,2007,50,46.2,43,46,1.729399797
13/03/2007,3,1,2007,53,46.5,39,47,1.977202181
14/04/2007,4,1,2007,58,50.5,44,51,1.880689673
15/05/2007,5,1,2007,63,58.3,51,58,1.961551504
16/06/2007,6,1,2007,72,62,55,62,1.825912304
17/07/2007,7,1,2007,54,48.7,46,49,1.669405535
18/08/2007,8,1,2007,57,49.3,40,49,1.669405535
19/09/2007,9,1,2007,45,40.4,37,40,1.606802828
110/10/2007,10,1,2007,38,35,31,35,1.152933198
111/11/2007,11,1,2007,40,34.6,29,35,1.152933198
112/12/2007,12,1,2007,50,45.7,39,46,1.729399797
113/13/2007,13,1,2007,57,51.8,47,52,1.831129196
114/14/2007,14,1,2007,45,44.5,43,45,1.836346089
115/15/2007,15,1,2007,51,44.1,42,44,2.068497796
116/16/2007,16,1,2007,57,40.4,25,40,1.606802828
117/17/2007,17,1,2007,30,25.7,21,26,0.375616245
118/18/2007,18,1,2007,38,33.4,26,33,0.850353444
119/19/2007,19,1,2007,43,37.3,33,37,1.207710567
120/20/2007,20,1,2007,34,29.7,24,30,0.506038553
121/21/2007,21,1,2007,31,26.2,21,26,0.375616245
122/22/2007,22,1,2007,33,31.4,28,31,0.646894645
123/23/2007,23,1,2007,37,34.6,30,35,1.152933198
124/24/2007,24,1,2007,40,36.9,34,37,1.207710567
125/25/2007,25,1,2007,36,29.6,18,30,0.506038553
126/26/2007,26,1,2007,24,18,11,18,0.036518246
127/27/2007,27,1,2007,41,32,22,32,0.626027076
128/28/2007,28,1,2007,43,38.6,32,39,1.351175105
129/29/2007,29,1,2007,32,28.4,24,28,0.344314892
130/30/2007,30,1,2007,36,30.5,24,31,0.646894645
131/31/2007,31,1,2007,34,30.8,28,31,0.646894645
21/01/2007,1,2,2007,36,33,28,33,0.850353444
22/02/2007,2,2,2007,38,36.4,34,36,0.774708506
23/03/2007,3,2,2007,37,29,25,29,0.31823043
24/04/2007,4,2,2007,30,23.3,19,23,0.143464538
25/05/2007,5,2,2007,19,15.3,11,15,0.049560477
26/06/2007,6,2,2007,25,18.2,13,18,0.036518246
27/07/2007,7,2,2007,27,20.2,14,20,0.028692908
28/08/2007,8,2,2007,29,22.8,17,23,0.143464538
29/09/2007,9,2,2007,33,25.8,20,26,0.375616245
210/10/2007,10,2,2007,34,28.4,25,28,0.344314892
211/11/2007,11,2,2007,34,28.2,22,28,0.344314892
212/12/2007,12,2,2007,41,35.2,31,35,1.152933198
213/13/2007,13,2,2007,33,26.4,24,26,0.375616245
214/14/2007,14,2,2007,31,25.2,19,25,0.172157446
215/15/2007,15,2,2007,25,20.7,17,21,0.104337846
216/16/2007,16,2,2007,30,23.2,16,23,0.143464538
217/17/2007,17,2,2007,36,29.9,22,30,0.506038553
218/18/2007,18,2,2007,34,30.2,20,30,0.506038553
219/19/2007,19,2,2007,29,22.3,14,22,0.106946292
220/20/2007,20,2,2007,48,40.7,30,41,1.640712627
221/21/2007,21,2,2007,48,43.1,39,43,1.893731904
222/22/2007,22,2,2007,45,39.9,33,40,1.606802828
223/23/2007,23,2,2007,39,32.6,24,33,0.850353444
224/24/2007,24,2,2007,43,32,21,32,0.626027076
225/25/2007,25,2,2007,38,31.9,27,32,0.626027076
226/26/2007,26,2,2007,37,33.9,30,34,1.064246029
227/27/2007,27,2,2007,43,39.2,35,39,1.351175105
228/28/2007,28,2,2007,46,41.3,37,41,1.640712627
31/01/2007,1,3,2007,43,38.5,33,39,1.351175105
32/02/2007,2,3,2007,60,49.9,36,50,1.891123458
33/03/2007,3,3,2007,58,47.5,37,48,1.585935258
34/04/2007,4,3,2007,42,37.5,35,38,1.411169366
35/05/2007,5,3,2007,42,34,23,34,1.064246029
36/06/2007,6,3,2007,23,18.3,14,18,0.036518246
37/07/2007,7,3,2007,24,18.5,14,19,0.039126692
38/08/2007,8,3,2007,35,25.9,21,26,0.375616245
39/09/2007,9,3,2007,33,25.3,15,25,0.172157446
310/10/2007,10,3,2007,55,41.9,30,42,1.434645382
311/11/2007,11,3,2007,50,46.4,41,46,1.729399797
312/12/2007,12,3,2007,56,46.3,37,46,1.729399797
313/13/2007,13,3,2007,54,48.9,44,49,1.669405535
314/14/2007,14,3,2007,65,56,47,56,1.831129196
315/15/2007,15,3,2007,68,52.2,38,52,1.831129196
316/16/2007,16,3,2007,37,30.9,28,31,0.646894645
317/17/2007,17,3,2007,39,31.1,27,31,0.646894645
318/18/2007,18,3,2007,41,34,28,34,1.064246029
319/19/2007,19,3,2007,42,38,33,38,1.411169366
320/20/2007,20,3,2007,49,44.9,37,45,1.836346089
321/21/2007,21,3,2007,41,34.7,27,35,1.152933198
322/22/2007,22,3,2007,65,51.9,41,52,1.831129196
323/23/2007,23,3,2007,61,55.4,50,55,1.891123458
324/24/2007,24,3,2007,54,46.2,41,46,1.729399797
325/25/2007,25,3,2007,54,43.4,39,43,1.893731904
326/26/2007,26,3,2007,53,46.3,41,46,1.729399797
327/27/2007,27,3,2007,74,62,51,62,1.825912304
328/28/2007,28,3,2007,63,56.1,49,56,1.831129196
329/29/2007,29,3,2007,56,48.1,40,48,1.585935258
330/30/2007,30,3,2007,66,53.8,42,54,1.742442027
331/31/2007,31,3,2007,56,48.5,44,49,1.669405535
41/01/2007,1,4,2007,50,45.3,42,45,1.836346089
42/02/2007,2,4,2007,54,46.3,42,46,1.729399797
43/03/2007,3,4,2007,58,49,44,49,1.669405535
44/04/2007,4,4,2007,44,42.5,41,43,1.893731904
45/05/2007,5,4,2007,45,41.4,36,41,1.640712627
46/06/2007,6,4,2007,42,38,34,38,1.411169366
47/07/2007,7,4,2007,42,37.7,34,38,1.411169366
48/08/2007,8,4,2007,42,37.6,32,38,1.411169366
49/09/2007,9,4,2007,48,41,35,41,1.640712627
410/10/2007,10,4,2007,50,43.3,37,43,1.893731904
411/11/2007,11,4,2007,50,44.2,38,44,2.068497796
412/12/2007,12,4,2007,45,42.9,41,43,1.893731904
